,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,COMPREHENSIVE PHARMACEUTICAL PROCUREMENT CONTRACT MANAGEMENT FOLLOW UP SHEET,,,,,,,,,,,Performance Guarantee follow up & Status,,,,,,,,,,,,Bank and Insurance Team,,,,,Shipment Follow Up and Port Clearance Team,,,Remark,
S.N,Recevied date from TMD,Tender reference number,PO No,Supplier,Country of Origin,Local A.,Discription of the product,Unit,Qauntity,Unit Price,Total price,Total PO Amount,Currency,Budget Source,Mode of Shipment,PO Transferred to BIT/LT Date,PG Requested Date,PG received Date,PG Confirmed Date,Bank/Insurance Name,PG Reference ,PG Expiry Date,Remaining Days for PG Expiry,Submit PG,Status,Satus Date,PG Receiver name,BI Officer,LC Opening Status,LC Opened Date,LC Expiry Date,LC Age (Days),Shipment Officer,Shipment Status,Order Closure,,
221,10/13/2025,EPSA-ICB-G-0014-2017-BID,PO-4500007322,Rise Global GMBH,Germany,EMA construction and trading plc,Cat Gut Chromic - Gauge 2.0(4/0) 75 cm on 15 mm 1/2 circle Round Bodied Needle of 12 pcs,DZ,"21,282",1.8,38307.6,"721,126.02",USD,RDF,Sea,,10/15/2025,10/16/2025,,Berhan Bank,BrB/ATB/638/25,10/10/2026,84,1,,,,Selamawit,Opened,10/25/2025,1/22/2026,266,Abush,82.59 usd remain,,,
,,,,,,,Cat Gut Chromic - Gauge 3.0(3/0) 75 cm on 25 mm 1/2 circle Round Bodied Needle of 12 pcs,DZ,"42,794",1.8,77029.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Cat Gut Chromic - Gauge 3.0(3/0) 75 cm on 25 mm 1/2 circle Round Bodied Needle of 12 pcs,DZ,"28,744",1.68,48289.92,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Cat Gut Chromic - Gauge 3.5(2/0) 75 cm on 38 mm 1/2 circle Round Bodied Needle of 12 pcs,DZ,"78,305",1.8,140949,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Cat Gut Chromic - Gauge 4.0(0) 75 cm on 30 mm 1/2 circle Round Bodied Needle of 12 pcs,DZ,"21,282",1.8,38307.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mersilk Braided Black Gauge 2.0(3/0) 75 cm on 26 mm 1/2 circle cutting Needle of 12 pcs,DZ,"46,870",1.12,52494.4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mersilk Braided Black Gauge 2.0(3/0) 75 cm on 26 mm 1/2 circle Round bodied Needle of 12 pcs,DZ,"27,677",1.12,30998.24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mersilk Braided Black Gauge 2.0(3/0) 75 cm on 26 mm 1/2 circle cutting Needle of 12 pcs,DZ,"35,811",1.12,40108.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mersilk Braided Black Gauge 3.5(0) 75 cm on 32 mm 1/2 circle Round bodied Needle of 12 pcs,DZ,"10,081",1.12,11290.72,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mersilk Braided Black Gauge 4.0(1) 75 cm on 30 mm 1/2 circle Reverse cutting Needle of 12 pcs,DZ,"15,765",1.12,17656.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Polyglycolic Acid Absorbable Braided Violet - gauge 3.5(0) 75 cm on 48 mm 1/2 circle Round bodied Needle of 12 pcs,DZ,"5,040",3.31,16682.4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Spinal needle 8cm-23G,,"83,410",0.18,15013.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Polyglycolic Acid Absorbable Braided Violet - gauge 1.0(5/0) 45 cm on 13 mm 1/2 circle Round bodied Needle of 12 pcs,DZ,"4,370",3.08,13459.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Polyglycolic Acid Absorbable Braided Violet - gauge 2.0(3/0) 75 cm on 26 mm 1/2 circle cutting Needle of 12 pcs,DZ,"42,426",3.08,130672.08,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Polyglycolic Acid Absorbable Braided Violet - gauge 2.0(3/0) 75 cm on 26 mm 1/2 circle Round bodied Needle of 12 pcs,DZ,"15,881",3.14,49866.34,,,,,,,,,,,,,,,,,,,,,,,,,,
222,10/13/2025,ICB/FW/EPSS6/MOH-GF/ARV/PH/20/23,4500006848,Macleods pharmaceuticals Ltd,India,Life Care pharmaceuticals trading,Zidovudine - 10mg/ml - Oral Solution of 100ml,"32,654.00",2,"65,634.54",131925.4254,131925.4254,,,,10/14/2025,10/14/2025,10/31/2025,11/3/2025,Awash Bank,AA 00044909,10/31/2026,105,17,,,,Mulugeta,Opened,11/17/2025,2/14/2026,243,Abdulkerim,Fully deliverd,,,
223,1/5/2026,ICB/FW/EPSA6/MOH-GF/ARV/OI/PH/03/22,4500006866,Laurus labs limited,India,Amba pharmaceuticals pvt ltd,LADT Lamuvudine (3TC) +Dolutugravir(DTG) +Tenofovir (TDF) (300MG+50MG+300MG)Tablet of 30,PAC,"102,193",3.58,365850.94,365850.94,USD,GF-HIV,Sea,1/9/2026,,10/14/2025,10/14/2025,Bunna bank,2025.PB.0060,10/15/2026,89,ENTER DATE,,,,Mulugeta,Opened,1/20/2026,4/19/2026,179,,42.96 usd remain,,,
224,10/15/2025,ICB/Framework/EPSS6/RDF-R/PH/06/23,4500006563,Therdose Pharma Pvt.Ltd,Hyderabad India,Life Care pharmaceuticals Trading,ZOLEDRONIC ACID - 4mg/5ml in 5ml Ampoule - Injection,AM,"2,406",2.97,7145.82,7145.82,USD,RDF,Air,10/15/2025,10/15/2025,10/20/2025,10/21/2025,Awash Bank,AA00038119,10/16/2026,206,5,Released,3/24/2026,Jibril Ali,Dejene,Opened,10/29/2025,1/26/2026,262,Tesfaye,Fully deliverd,,,
225,10/15/2025,EPSA-ICB-G-0012-2017-BID,4500007481,Neon Laboratory Ltd,Mumbai India,Neon Laboratories Limited,Lidocaine HCL 2% in 50ml - Injection without preservative of 25,PAC,"82,989",8.25,"684,659.25",684659.25,EUR,RDF,Sea,10/15/2025,10/15/2025,1/2/2026,1/3/2026,Hibret Bank,HB/DIED/1533/25,12/11/2026,146,79,,,,Selamawit,Opened,,,"46,221",,,,"The remaining quantity (62,989 or 75.9% of total PO) was previously agreed to be shipped by sea freight due to the high air freight cost incurred for the first two shipments. However, the Demand Directorate has issued a letter recommending that the remaining quantity of Lidocaine HCL 2% Injection, 50 ml, without preservative (pack of 25) should not be shipped, as it may result in overstock.",
226,10/15/2025,EPSA-ICB-G-0012-2017-BID,4500007050,RISE GLOBAL GMBH,Koln Germany,EMA construction and trading plc,Phenytoin (Diphenhydantoin) Sodium 250mg in Vial - Powder for injection,VI,"12,755",2.16,27550.8,27550.8,USD,RDF,Air,10/15/2025,10/15/2025,,,,,,"-46,221",276,,,,Mahider,,,,"46,221",,,,GMP suspended-Swiss Parentrals,
227,10/15/2025,EPSA-ICB-G-0012-2017-BID,4500007051,RISE GLOBAL GMBH,Koln Germany,EMA construction and trading plc,Acyclovir - 500mg - powder For injection (Lyophilized),EA,"8,718",1.35,11769.3,11769.3,USD,RDF,Air,10/15/2025,10/15/2025,,,,,,"-46,221",276,,,,Mahider,,,,"46,221",,,,GMP suspended-Swiss Parentrals,
228,10/15/2025,EPSA-ICB-G-0012-2017-BID,4500006523,RISE GLOBAL GMBH,Koln Germany,EMA construction and trading plc,SUXA Suxamethonium Chloride (Succinylcholine) - 50 mg/ml in 10ml vial - powder For injection of 25,PAC,"10,066",9.5,95627,95627,USD,RDF,Air,10/15/2025,10/15/2025,10/20/2025,10/20/2025,Berhan Bank,BrB/ATB/643/25,10/11/2026,85,5,,,,Mahider,Opened,10/25/2025,1/22/2026,266,Tesfaye,Fully deliverd,,,
229,10/15/2025,EPSA-ICB-G-0012-2017-BID,4500007103,Ciron Drugs And pharmaceuticals Pvt Ltd,Mumbai India,Getmaz General Buziness Plc,PHEY Phenytoin (Diphenhydantoin) Sodium 250mg in Vial - Powder for injection,VI,"8,503",2.16,18366.48,"169,643.68",USD,RDF,Air,10/15/2025,10/15/2025,11/14/2025,11/14/2025,CBE,MD2531686054,4/18/2027,274,30,,,,Yordanos,Opened,11/19/2025,1/16/2026,241,Sagni,Fully deliverd,,,
,,,,,,,ACYC Acyclovir - Sodium -  500mg - IV infusion,VI,"5,812",1.35,7846.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SUXA Suxamethonium Chloride (Succinylcholine) - 50 mg/ml in 10ml vial - powder For injection of 25,PAC,"15,098",9.5,143431,,,,,,,,,,,,,,,,,,,,,,,,,,
230,10/15/2025,ICB/FW/EPSA6/MOH-GF/NFMIII/ARV/PH/01/23,4500006863,Hetro Labs Ltd,Hyderabad India,GCT PVT Ltd,Lopinavir + Ritonavir - (100mg + 25mg) - Tablet of 120,TIN,"3,212",11.5,36938,36938,USD,GF/HIV,Air,10/15/2025,10/15/2025,10/31/2025,11/3/2025,CBE,MD2529671632,11/30/2026,135,16,,,,Mulugeta,Opened,11/17/2025,2/14/2026,243,Abdulkerim,Fully deliverd,,Budget from 4500004088,
231,10/15/2025,ICB/FW/EPSA6/MOH-GF/NFMIII/ARV/PH/01/23,4500006843,Cipla pharmacuticals Ltd,Mumbai India,Micro pharma,NEVI Nevirapine - 10mg/ml - Oral Suspension of 100ml,BT,"29,023",1.25,36278.75,36278.75,USD,GF/HIV,Air,10/15/2025,10/19/2025,11/7/2025,11/10/2025,Hibret Bank,HB/DIED/1175/25,9/5/2026,49,19,,,,Mulugeta,Opened,11/19/2025,1/16/2026,241,Abdulkerim,128.75 usd remain,,,
232,10/15/2025,EPSA-ICB-G-0012-2017-BID(Splitted,4500007272,Kilich Drugs,Mumbai India,Estro import & Export PLC,HYDR - 20mg/ml in 1ml ampoule of 5,PAC,"57,719",0.19,10966.61,10966.61,USD,RDF,Air,10/15/2025,10/15/2025,10/17/2025,10/20/2025,Berhan Bank,CORCR/11/4592/24,10/16/2026,90,2,,,,Dejene,Opened,10/29/2025,1/26/2026,262,Sena,Fully deliverd,,,
233,11/3/2025,EPSA-ICB-G-0012-2017-BID(1st lot),4500007332,Kilitch Drugs india ltd,Mumbai India,Estro import & Export PLC, Lidocaine HCL + Adrenaline - (2% + 1:200000IU) in 20ml vial - injection of 25,PAC,"32,311",3.35,108241.85,108241.85,USD,RDF,Sea,11/3/2025,11/3/2025,11/17/2025,10/20/2025,Berhan Bank,CORCR/011/4592/24,10/16/2026,90,14,,,,Selamawit,Opened,11/18/2025,1/18/2026,242,Semira,,,"Three packs short due to yield variation, Changed 1:200,000 to 1:80,000 unites i.e specification issue",
234,10/20/2025,ICB/PSA6/RDF/CT&MRI/MI/25/19,4500003955,Elsmd Healthcare Solutions Ltd,Tikva Israel,Elsmed Business plc,"MRIM MRI Machine, 1.5T - with accessories",EA,1,"760,000.00",760000,760000,USD,RDF,Air,10/20/2025,10/21/2025,11/14/2025,11/14/2025,CBE,MD2531002807,10/30/2026,104,24,,,,Dejene,Opened,12/2/2025,3/2/2026,228,Abush,,,Contract Amendment 2025,
235,10/20/2025,ICB/PSA6/RDF/CT&MRI/MI/25/19,4500003994,Elsmd Healthcare Solutions Ltd,Tikva Israel,Elsmed Business plc,"MRIM MRI Machine, 1.5T - with accessories",EA,1,"760,000.00",760000,760000,USD,RDF,Air,10/20/2025,10/21/2025,11/14/2025,11/14/2025,CBE,MD2531059071,10/30/2026,104,24,,,,Dejene,Opened,12/2/2025,3/2/2026,228,Abush,,,Contract Amendment 2025,
236,10/20/2025,ICB/PSA6/RDF/CT&MRI/MI/25/19,4500003993,Elsmd Healthcare Solutions Ltd,Tikva Israel,Elsmed Business plc,"MRIM MRI Machine, 1.5T - with accessories",EA,1,"760,000.00",760000,760000,USD,RDF,Air,10/20/2025,10/21/2025,11/14/2025,11/14/2025,CBE,MD2531034207,10/30/2026,104,24,,,,Dejene,Opened,12/2/2025,3/2/2026,228,Abush,,,Contract Amendment 2025,
237,10/20/2025,ICB/PSA6/RDF/CT&MRI/MI/25/19,4500003992,Elsmd Healthcare Solutions Ltd,Tikva Israel,Elsmed Business plc,"MRIM MRI Machine, 1.5T - with accessories",EA,1,"760,000.00",760000,760000,USD,RDF,Air,10/20/2025,10/21/2025,11/14/2025,11/14/2025,CBE,MD2531020137,10/30/2026,104,24,,,,Dejene,Opened,12/2/2025,3/2/2026,228,Abush,,,Contract Amendment 2025,
238,10/20/2025,ICB/EPSS6/RDF-R/2016/MS/LS/23,4500007163,Guilin HBM health protection Hong Kong,China,Life Care pharmaceutical Trading,Adhesive Plaster Zinc Oxide  - 7.5cm x 10m,EA,"425,225",7.67,3261475.75,3261475.75,USD,RDF,Air,10/20/2025,10/21/2025,1/13/2026,1/14/2026,Awash Bank,AB/IFB/CRM&OP/1075/26,1/7/2027,192,84,Released,6/29/2026,Jibril Ali,Dejene,Opened,1/23/2026,4/22/2026,176,Efa,,,,
8/26/1900,10/21/2025,EPSA-ICB-G-0014-2017-BID,4500007492,Avian International,Ahmedabad India,PHARMAKON TRADING HOUSE PLC,Catheter Condom Latex Medium 28mm,EA,"7,800",0.09,702,"101,511.08",USD,RDF,Sea,10/21/2025,10/21/2025,12/3/2025,12/6/2025,Abay Bank,AB/GF/00359/25,5/28/2026,-51,43,,,,Yordanos,Opened,12/12/2025,3/11/2026,218,Amanuel,,,,
,,,,,,,Catheter Foley Silconized Latex Two Ways - 30-50ml Balloon 16CH,EA,"145,011",0.19,27552.09,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Endotracheal Tube Sterile Cuffed -5CH,EA,"33,296",2.86,95226.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Endotracheal Tube Sterile Cuffed -4CH,EA,"21,356",2.86,61078.16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Endotracheal Tube Sterile Cuffed - 3CH,EA,"20,462",2.86,58521.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Endotracheal Tube Sterile Cuffed - 6CH,EA,"41,411",2.86,118435.46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Endotracheal Tube Sterile Cuffed - 7CH,EA,"51,031",2.86,145948.66,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Naso-gastric Tube Sterile Infant - 12CH,EA,"35,851",0.56,20076.56,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Naso-gastric Sterile Adult - 18CH,EA,"119,771",0.66,79048.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Naso Gastric Tube Sterile - 16CH Adult,EA,"194,584",0.62,120642.08,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Naso-gastric Sterile Infant - 8CH,EA,"101,794",0.33,33592.02,,,,,,,,,,,,,,,,,,,,,,,,,,
240,10/21/2025,EPSA-ICB-G-0014-2017-BID,4500007260,Apothcaries Sundries Manufacturing Co,Delhi India,InHim Applied Engineering Technologies PLC,Colostomy Bag Adhesive Regulator closed - 25cmx14cm 30mm Opening pediatric,EA,"88,222",2.32,204675.04,"28,865.50",USD,RDF,Sea,10/21/2025,10/21/2025,12/2/2025,12/8/2025,Lion International Bank S.C,LIB/LG/1910/12/25,12/1/2026,136,42,,,,Mahider,Opened,12/12/2025,3/11/2026,218,Amanuel,,,,
,,,,,,,Drainage chest - 18FG,EA,"8,136",0.37,3010.32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Naso--gastric Tube Sterile Infant - 12CH,EA,"23,900",0.56,13384,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Drainage chest -  32FG,EA,"10,944",0.37,4049.28,,,,,,,,,,,,,,,,,,,,,,,,,,
241,10/21/2025,EPSA-ICB-G-0014-2017-BID,4500007271,Zhejiang Bangli Medical products Co.Ltd,Yongkang China,GM Triangle Trading PLC,Adhesive Plaster Zinc Oxide  - 7.5cm x 10m,EA,"170,090",5.34,908280.6,908280.6,USD,RDF,Sea,10/21/2025,10/21/2025,12/1/2025,12/1/2025,Awash Bank,AA00044957,11/28/2026,143,41,Released,7/8/2026,,Dejene,Opened,12/5/2025,3/4/2026,225,Efa,Fully Delivered,Closed,,
242,10/23/2025,EPSA-ICB-G-0014-2017-BID,4500007264,Care Pharma FZ LLC,Utd.Arab Emir,Lfe Care Pharmaceutical's  Trading ,Spinal Needle 8cm-24G,EA,"134,342",0.179,24047.218,24047.218,USD,RDF,Air,10/23/2025,10/29/2025,12/3/2025,12/4/2025,Awash Bank,AB/IFB/CRM&OP/0871/25,12/2/2026,156,35,Released,6/29/2026,Jibril Ali,Dejene,Opened,12/10/2025,3/9/2026,220,Amanuel,,,,
243,,,4500007381,Hummanwell Pharmaceutical Ethiopia LTD,,,,,,,0,"ETB 139,976,995.00",ETB,,,,,10/27/2025,10/27/2025,Bunna Insurance ,G/ARK/1307/001016/2025,10/21/2026,95,ENTER DATE,,,,,,,,"46,221",,,,,
244,,,4500004837,Hummanwell Pharmaceutical Ethiopia LTD,Ethiopian,Hummanwell Pharmaceutical Ethiopia LTD,Enalapril Maleate - 5mg # Tablet of 10x10,PAC,"133,959",114,15271326,"40,519,914.00",ETB,,Truck,,,5/23/2025,5/23/2026,Bunna Insurance ,BIC/AK/PRB/0538/05/25,11/22/2026,127,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Metformin - 500mg - Tablet of 10x10,PAC,"179,068",141,25248588,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1/9/2026,ICB/FW/EPSA6/MOH-GF/NFMIII/ARV/PH/20/23,4500006861,Emcure Pharmaceuticals,India,Sub-Saharan Biomedical  PLC,Atazanavir (ATV)+Ritonavir(RTV) (300mg+100 mg) tablet of 30,PAC,"54,834",8.22,450735.48,"450,735.48",USD,GF-HIV-GC7-0001-011,Sea,1/9/2026,,10/23/2025,10/27/2025,CBE,MD2529059167,10/31/2026,105,ENTER DATE,,,,Mulugeta,Opened,1/17/2026,4/16/2026,182,Efa,,,,
246,,,4500004315,Cadila -Ethiopia,,,Metronidazole-250mg-Capsule of 100x10,,,,0,0,,,Truck,,,6/17/2025,6/19/2025,Nyala,PPL/CKY/PBND/211315/25,12/14/2026,149,ENTER DATE,,,,,,,,"46,221",,,,,
,,,,,,,Tinidazole-500mg-Tablet of 60x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,10/27/2025,EPSA-NCB-G-0019-2017-BID,4500004305,Ethiopian Pharmaceutical  Manufacturing,Ethiopia,Ethiopian Pharmaceutical  Manufacturing,Amitriptylin-25 mg tablet of 25x10,PAC,"120,516",469,56522004,56522004,ETB,RDF,Truck,10/27/2025,,45950,Nile Insurance Company S.C,P/28/1702/25-26/1/00004,46311,10/16/2026,90,ENTER DATE,,,,,,,,7/18/2026,Eyob,Awaiting Shipment,,,
,,,,,,,Chlorpheniramine Maleate-4 mg-tablet of 10x10,PAC,"39,776",99,3937824,3937824,ETB,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Cloxacillin Sodium-500 mg capsule of 50x10,PAC,"147,204","2,330.00",342985320,342985320,ETB,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Diphenhydramine Hydrochloride-12.5 mg/5 ml-Elixir of 125 ml,BT,"263,232",72,18952704,18952704,ETB,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tramadol HCL -50mg capsule of 10x10,PAC,"185,580",215,39899700,39899700,ETB,,,,,,,,,,,,,,,,,,,,,,,,
248,10/29/2025,ICB/PFSA6/RDF/FW/PLACEMENT/LR/2018,4500006788,Elsmed Healthcare Solutions Ltd,Petah Tikva Israel,Elsmed Healthcare Solutions Ltd,ADVIA Diluent of 20L,JAR,"1,609",59.98,96507.82,"515,033.69",USD,RDF,Sea,11/3/2025,11/3/2025,11/25/2025,11/26/2025,CBE,MD2532230309,11/6/2026,111,22,,,,Dejene,Opened,12/9/2025,3/8/2026,221,Amanuel,On transit,,,
,,,,,,,ADVIA Lyse of 5L,JAR,654,556.63,"364,036.02",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ADVIA 5 Part Diff Consumable of 1L,BT,476,89.25,"42,483.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,, ADVIA Hypoclean of 100ml,BT,205,58.57,"12,006.85",,,,,,,,,,,,,,,,,,,,,,,,,,
249,10/29/2025,ICB/PFSA6/RDF/FW/PLACEMENT/LR/2019,4500006789,Elsmed Healthcare Solutions Ltd,Petah Tikva Israel,Elsmed Healthcare Solutions Ltd,"ADVIA 5Part Tri-Level (L,N,H) Control of 6*3ml",PAC,80,209.77,"16,781.60","20,928.41",USD,RDF,Air,11/3/2025,11/3/2025,11/26/2025,11/28/2025,CBE,MD2532208888,11/6/2026,111,23,,,,Dejene,,,,"46,221",Amanuel,Under Clearance,,,
,,,,,,,ADVIA Calibrator of 2*3ml,PAC,47,88.23,"4,146.81",,,,,,,,,,,,,,,,,,,,,,,,,,
250,10/29/2025,EPSA-ICB-G-0012-2017-BID,4500007781,Aurobindo pharma,hayderabad India,Aurobindo pharma Limited,Lamotrigine 50mg tablet of 10x3,PAC,"4,152",20.01,"83,081.52","83,081.52",USD,RDF,Air,10/30/2025,11/1/2025,11/21/2025,11/24/2025,Bunna Bank,2025.PB.0070,11/18/2026,123,20,,,,Mahider,Opened,12/2/2025,3/1/2026,228,Sagni,Awaiting shipment,,,
251,11/3/2025,ICB/EPSA6/RDF/FW/PLACEMENT/LR/2018,4500006779,Sysmex Europe SE,Norderstedt Germany,Pyramid pharma PLC Ethiopia,SNCP Sysmex XN-550 - Cell Pack of 10L,JAR,"2,624",34.5,"90,528.00","434,437.81",EUR,RDF,Sea,11/4/2025,11/11/2025,11/18/2025,11/19/2025,CBE,,11/12/2026,127,7,Released,7/8/2026,,Gebresillassei,Opened,12/3/2025,3/2/2026,227,Amanuel,Fully Delivered,Closed,,
,,,,,,,SNSL Sysmex XN-550 - Sulfolyser of 3*500ml,PAC,397,79.03,"31,374.91",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SNLY Sysmex XN-550 Lyser cell WDF of 2L,JAR,770,132.97,"102,386.90",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SUFL Sysmex XN-550 - Fluoro cell WDF of 2*22ml,PAC,428,491,"210,148.00",,,,,,,,,,,,,,,,,,,,,,,,,,
252,11/3/2025,ICB/PFSA6/RDF/FW/PLACMENT/LR/2018,4500006791,High Technology Inc,USA,Labtrace,"Micro CC Plus- Tri-level (L,N,H) 
Control of 3x2.5 ml",PAC,94,50,"4,700.00","4,700.00",USD,RDF,Air,11/10/2025,11/11/2025,11/20/2025,11/17/2025,Berhan Bank,BrB/GMBR/PG/007/2025,11/20/2026,161,9,Released,6/12/2026,Girum,Yordanos,Opened,12/15/2025,,215,Amanuel,Fully delivered,,,
,,,,,,,Micro CC-20 Plus-calibrator of 2.5 ml,BT,69,0,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
253,11/3/2025,ICB/PFSA6/RDF/FW/PLACMENT/LR/2018,4500006790,High Technology Inc,USA,Labtrace,MCLY Micro CC 20 Plus-Lyse of 1 L,BT,321,151,"48,471.00","48,471.00",USD,RDF,Sea,11/10/2025,11/11/2025,11/20/2025,11/24/2025,Berhan Bank,BrB/GMBH/PG/007/2025,11/20/2026,161,9,Released,6/12/2026,Girum,Yordanos,Opened,12/7/2025,,223,Amanuel,Fully Delivered,Closed,,
,,,,,,,MCDL Micro CC 20 Plus Diluent of 20 L,JAR,369,90,"33,210.00","33,210.00",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MCCL Micro CC-20 Plus Cleaner of 1 L,BT,589,47.22,"27,812.58","27,812.58",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"MCEN Micro CC 20 Plus -Enzymatic Cleaner 
Concentrate of 50 ml",BT,224,41,"9,184.00","9,184.00",,,,,,,,,,,,,,,,,,,,,,,,,
254,11/4/2025,EPSA-ICB-G-0012-2017-BID,4500007834,Ciron Drugs And Pharmaceuticals PVT Ltd,India,Getmaz General Business PLC,LATA Latanoprost 0.005% eye drop of 5 ml,BT,"24,120",1.44,"34,732.80","34,732.80",USD,RDF,Air,11/10/2025,11/11/2025,11/28/2025,11/29/2025,CBE,MD2532506790,5/10/2027,122,#REF!,,,,Mahider,Opened,12/9/2025,3/8/2026,221,Bilisuma,Fully Delivered,,,
255,11/3/2025,EPSA-ICB-G-0012-2017-BID,4500007881,Venus Remedius Ltd,Chandigarh India,Woyn Chemicals General Business PLC,Meropenem - 1gm - Injection of Each,10,,14.55,0.00,0.00,USD,RDF,Air,11/10/2025,11/10/2025,11/18/2025,11/19/2025,Berhan Bank,BRIB/MK/1011/25,11/17/2026,122,8,,,,Yordanos,Opened,11/25/2025,2/22/2026,235,Tesfaye,,,,
256,11/3/2025,EPSA-ICB-G-0012-2017-BID,4500007879,Rise GLOBAL GMBH Na,Koln Germany ,EMA construction and trading plc,"PETH Pethidine HCL - 50mg/ml in 1ml Ampoule
 - Injection of 10",PAC,"22,218",1.945,"43,214.01","43,214.01",USD,RDF,Air,11/7/2025,11/10/2025,12/1/2025,12/1/2025,Berhan Bank,BrB/ATB/851/25,11/25/2026,160,21,Released,6/18/2026,Israel Terefe,Selamawit,Opened,12/5/2025,3/4/2026,225,Sagni,,,,
257.00,11/3/2025,"""ICB/PFSA6/RDF/FW/PLACEMENT/LR/2018",4500006781,Sysmex Europe SE,Norderstedt Germany ,Pyramid pharma PLC Ethiopia,SNCL Sysmex XN-550 - Cell Clean of 50ml,BT,186,51.5,"9,579.00","18,516.00",EUR,RDF,Air,11/10/2025,11/10/2025,10/2/2025,2/9/2026,CBE,MD2603632633,2/4/2027,211,-39,Released,7/8/2026,,Gebresillassei,Opened,3/18/2026,6/15/2026,122,Amanuel,Fully Delivered,Closed,,
,,,,,,,SNCK Sysmex XN-550 - check Level 1 of 1*3ml,VI,100,29.79,"2,979.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SUCK Sysmex XN-550 - check Level 2 of 1*3ml,VI,100,29.79,"2,979.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SNCK Sysmex XN-550 - check Level 3 of 1*3ml,VI,100,29.79,"2,979.00",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SNCA Sysmex XN-550 - Calibrator of 3*3ml,PAC,15,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
258,11/3/2025,EPSA-ICB-G-0012-2017-BID,4500007880,"Cspc Ouyi Pharmaceutical Co.,Ltd",shijiazhuang China,Life Care Pharmaceuticals Trading,meropenem - 1gm - Injection of Each,EA,"31,554",14.55,"459,110.70","459,110.70",USD,RDF,Air,11/10/2025,11/11/2025,12/5/2025,12/6/2025,CBE,MD2532393606,11/21/2026,126,24,,,,Yordanos,Opened,12/9/2025,3/8/2026,221,Sena,,,,
259,11/3/2025,EPSA-ICB-G-0012-2017-BID,4500007852,Brawn Laboratories Ltd,New Delhi India,Moplaco Trading PLC,meropenem - 1gm - Injection of Each,EA,"75,730",14.55,"1,101,871.50","1,101,871.50",USD,RDF,Sea,11/10/2025,11/11/2025,12/12/2025,12/15/2025,Awash Bank,AA00044982,12/14/2026,149,31,,,,Selamawit,Opened,12/19/2025,3/18/2026,211,Semira,,,,
